key,sample,event_description,event_relevance,event_class,role_description,role_theory,role_empirical,pre_treatmnet,control_group,valued_treatment,stats,estimation_strategy,asif_info,asif_incentives,asif_capacity,asif_strategic_intervention,rel_substantive,rel_empirical,rel_late,rel_sutva,cred_covariates,cred_matching,cred_sutva,qual_asif,qual_empirical_relevance,qual_substantive_relevance,quot_asif,quot_empirical_relevance,quot_susbtantive_relevance
gilje20191,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
glynn20051031,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
gupta2020802,TRUE,SOX; 2008 global financial crisis,"The authors expect SOX should lead to a larger decrease in the FSD Score for male CFO firms compared to female-CFO firm. Also, firms should face greater pressure to report favorable earnings during crisis periods. We theorize that such pressure is more likely to influence male compared to female CFOs, based on the logic articulated previously that female CFOs will be less likely to engage in fraud regardless of stakeholder pressure, whereas male CFOs are more susceptible to pressures from external stakeholders.",Legal change,Empirical / attenuating endogeneity concerns (supplemental analysis),FALSE,TRUE,TRUE,FALSE,FALSE,Univariate stats,Mean comparison,FALSE,FALSE,FALSE,NaN,FALSE,TRUE,FALSE,NaN,FALSE,FALSE,NaN,FALSE,FALSE,FALSE,NaN,NaN,NaN
haveman2001253,TRUE,"California Legislature enactment of the nation’s first comprehensive managed competition program, and the Garn-St. Germain Act","Thanks to regulatory changes, the authors can investigate the how organizations respond to punctuated changes in the environment and with performance consequences.",Legal change,Theory testing,TRUE,FALSE,TRUE,FALSE,FALSE,Regression,OLS; pooled time-series,TRUE,NaN,NaN,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Major regulatory initiatives rarely come as a complete surprise; instead, they often arise from extensive public reflection, debate, and negotiation. Prolonged public discourse may facilitate affected companies’ efforts to anticipate legislation. But anticipation of the timing and consequences of regulatory change can be only partial, for two reasons. First, many actions that organizations might take to prepare themselves for a new regulatory regime are barred until dates specified in legislation. Prior to such dates, affected organizations cannot finalize plans or implement change. For example, when the Airline Deregulation Act of 1978 was passed, airlines became free to enter and exit routes according to an explicit timetable set up in the act. Loosening of regulatory constraints took seven years, until the Civil Aeronautics Board was dismantled in 1985. According to one analyst, for this industry “the process of deregulation proved chaotic from the start” (Vietor 1989, p. 180) and was clarified only as much time passed. Between passage and full implementation of major legislation, many factors critical to performance can shift, further complicating attempts to plan and execute appropriate actions. Second and more critical is the fact that large-scale regulatory change generates unintended outcomes (Merton 1936). Despite investments in predictive intelligence, industry incumbents tend to make incorrect forecasts about how major regulatory change will actually play out (Leone 1985). A classic case of the unanticipated consequences of major regulatory change occurred after the breakup of AT&T. At issue was the question of whether AT&T, which retained its long-distance, equipment, and research functions, would outperform its offspring, the seven “Baby Bells,” which were to provide local telephone service. In the Yale Journal on Regulation, two prominent participants in the AT&T divestiture proceedings argued that “[c]learly, AT&T has won by losing, by having been left with the cream of its old services but with the restrictions on its ability to compete in those services removed” (MacAvoy and Robinson 1983, p. 42). Roughly 18 months later, the same authors returned to the pages of the same journal with a second article (MacAvoy and Robinson 1985), in which they outlined how state regulators unexpectedly asserted themselves after the breakup and blocked plans to increase local rates, forcing AT&T to transfer long-distance revenues to local companies. Only at this point did it become clear that the Baby Bells, not AT&T, would perform better after the breakup. That state commissions would play such an activist role came as a revelation to virtually all analysts and industry executives (MacAvoy and Robinson 1985, p. 245). Thus, although it was the focus of widespread analysis and speculation, this regulatory punctuation propelled affected firms well beyond predicted bounds. Regulatory change also can produce unexpected results by fostering shifts in competitive conditions that ex ante appear limited, but that later overwhelm predictions. One seemingly innocuous regulatory intervention that produced enormous change was one part of the Public Utilities Regulatory Policies Act (PURPA) of 1978. Among other, more widely noted statutes in PURPA was a law mandating that utilities purchase power from third-party producers at a price equal to the cost the utility would have incurred had it produced the electricity itself. In less than a decade, the number of third-party producers grew enormously (Russo 2001), and their role in the inter-organizational community shifted from supplier to direct competitor (Joskow 1988). In sum, although organizations affected by regulatory punctuations may act purposively, partial foresight and imprecise prediction of their impact generate substantial unintended consequences. The one sure thing is that conditions in a new regulatory regime will stabilize and become well understood only after a period of flux. Because of this, the aftermath of large-scale regulatory change can best be understood by applying a model of punctuated evolution.",NaN,"In 1982, the California State Legislature released this pressure for change by enacting the nation’s first managed-competition program. The expectation was that healthcare costs could be contained by unleashing market forces. To this end, the legislature created incentives for healthcare providers to compete on price. They also dismantled the Certificate-of-Need review process, which had protected established providers from competition. Nonhospital entrepreneurs were now free to compete with hospitals by offering selected services at lower prices. Meanwhile, the federal government phased in a new prospective-payment system, in which Medicare reimbursed providers according to predetermined rates tied to patient diagnoses, rather than cost-plus reimbursement. In sum, falling reimbursement rates squeezed hospitals’ profit margins. These changes eroded boundaries separating three distinct sectors: acute-care hospitals, health-care financing, and independent and group-practice medicine. Many organizations found themselves in unfamiliar and hostile terrain: As hospitals set up primary-care clinics, they invaded doctors’ traditional turf; as insurers were transformed into health-maintenance organizations (HMOs), they confronted the complexities of actually delivering care; and as doctors signed preferred-provider contracts, they assumed unaccustomed financial risk."
he20221512,TRUE,Deaths and retirements of top executives (CEOs and CFOs),"‘Exogenous’ turnover at the upper echelon level can attenuate the ‘firm-manager’ matching that may drive the effect of an executive’s network centrality on the occurrence of financial misreporting. ",Turnover,"Empirical / attenuating endogeneity concerns (supplemental analysis)  ",FALSE,TRUE,TRUE,TRUE,FALSE,Regression,OLS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
hilary2021,TRUE,Revelation of the sex abuse of children by Catholic priests in U.S.A.,"Revelation of the sex abuse of children by Catholic priests reduces generalized trust in certain counties, which helps to reveal the influence of generalized trust on executive contracts’ characteristics.",Scandal,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,FALSE,Regression,DiD,NaN,NaN,NaN,NaN,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NaN,FALSE,FALSE,NaN,"In 2002, the Boston Globe publicly uncovered a massive child-molestation scandal involving priests and a cover-up by the Catholic hierarchy. Newspapers such as the Los Angeles Times noted that the “Scandal [was] Shaking Catholicism to [its] Core.” Other commentators predicted that the scandal would “hit every major diocese in the country.” Consistent with this view, we find that the average trust in counties affected by the sexual abuse decreased by 6% in the years following the revelation of the scandal compared to the years before the abuse was revealed.",NaN
hsu1998,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
iverson20185370,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jenkins2010884,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jia2020290,TRUE,2005 Regulation SHO by which SEC removes the uptick restriction for a set of randomly selected pilot firms.,"SEC program changes stock risk price for pilot firms only, which helps to assesses whether firms invest in CSR in response to greater stock price risk, and whether such investments provide intended insurance-like benefits",Legal change,Theory testing & empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,FALSE,Regression,DiD,NaN,TRUE,TRUE,NaN,TRUE,TRUE,NaN,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Because short selling threatened pilot firms, managers were conscious about the adverse stock price impact and took both short-term and long-term actions such as reducing equity financing and risky investment (Grullon et al., 2015), reporting bad news with less precision (Li & Zhang, 2015), reducing earnings management (Fang, Huang, & Karpoff, 2016), increasing antitakeover provisions and offering more stock options (De Angelis et al., 2017).","Reg SHO serves as an ideal setting to test insurance motives behind CSR since the stratified random selection process used by the SEC makes pilot and nonpilot firms the same except for short-sale constraints (i.e., holds constant factors that affect other CSR motives). Given that the pilot program was not designed to influence firms' CSR activities or any CSR-related corporate decisions (i.e., the regulation-induced increase in stock price risk is exogenous with respect to CSR), we can establish a causal effect from the anticipated stock price decline risk to managerial insurance motives to pursue CSR.","We posit that, in response to Reg SHO, pilot firms would increase CSR relative to nonpilot firms to insure against elevated short-selling threats and growing stock price decline risk.6 First, CSR ensures top management's attention on social criteria and such states of mind can reduce the likelihood of unethical and socially harmful activities, thereby providing short sellers fewer opportunities to exploit. Even though pilots and nonpilots had the same degree of exposure to negative events, short sellers would have preferred to target pilots as they were not restricted from taking positions to further drive down the prices of those stocks when prices started falling. In other words, conditioning on the incidence of negative events, greater short-selling threats increased the probability of the negative events being exploited in a bear raid. Because of this greater susceptibility to negative events, pilot firms had incentives to increase CSR to lower the incidence of bad events. We refer to this as the prevention effect of CSR. Second, stakeholders are more likely to give high-CSR firms the benefit of the doubt and impose less severe punishment when negative events occur (Godfrey, 2005). This insurance effect of CSR can reduce a stock's price sensitivity to adverse events (Godfrey et al., 2009; Koh et al., 2014; Minor & Morgan, 2011; Shiu & Yang, 2017). To earn greater profits, short sellers tend to target stocks with greater risk of a price drop, and lower stock price sensitivity to negative events may discourage short sellers from targeting high-CSR firms (Jain, Jain, & Rezaee, 2016)."
jo20211267,TRUE,COVID-19 pandemic,COVID-19 is an exogenous stressor affecting interpersonal ties maintenance in the workplace (optimal matching theory’s focus).,Pandemic,Theory testing,TRUE,FALSE,TRUE,FALSE,FALSE,Regression,SAOM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,"The  COVID-19 pandemic is a vast, overwhelming stressor whose impacts cannot be avoided, in contrast to localized, malleable job-related stressors that often can be directly mitigated by various forms of support"
johnson20181055,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kang20201300,TRUE,"Staggered changes in state inheritance, gift, and estate taxes that apply to the residents of the ﬁrm’s state of location in a given year.  Sudden death of business owners.",The education in state inheritance and estate taxes helps to reveal the relationship between governance forms and investment in employee-friendly investments by providing family owners with incentives to continue their businesses.  Sudden death of family members affects a firm’s status — such a variation can be used to attenuate the concerns that that time-invariant characteristics jointly affect family ﬁrm status and a ﬁrm’s ability to implement employee-friendly policies and ﬁrm performance inﬂuences a ﬁrm’s ability to treat its employees well.,Legal change,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,FALSE,Regression,DiD,FALSE,FALSE,FALSE,NaN,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN,"Previous studies show that inheritance taxes signiﬁcantly impede family ownership growth (Tsoutsoura 2015), suggesting that a reduction in state inheritance and estate taxes provides family owners with strong incentives to continue their businesses.   To the extent that an exogenous reduction in state taxes makes family owners’ marginal beneﬁts of staying in the company exceed the costs of relinquishing family control, using the change in state taxes that affects the incentive of individuals to build up family wealth allows us to compare the employee-friendly policies of family and nonfamily ﬁrms  Using deaths of founding family members, particularly their sudden deaths, allows us to address the concern that time-invariant characteristics jointly affect family ﬁrm status and a ﬁrm’s ability to implement employee-friendly policies. This test also helps mitigate the reverse causality concern that ﬁrm performance inﬂuences a ﬁrm’s ability to treat its employees well—rather than the other way around.",We expect the positive effect of family control on investment in employee relations to be more pronounced when family owners’ beneﬁts of retaining control increase owing to an exogenous change in laws.
ke2019439,TRUE,Sudden deaths of executives.  Sudden retirements of executives.,"Sudden turnover events alter the social connections within a team of executives, and, in turn, help to reveal the causal effect of ",Turnover,Empirical / attenuating endogeneity concerns,FALSE,TRUE,FALSE,FALSE,FALSE,Regression,Pooled OLS,FALSE,FALSE,FALSE,NaN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN,"To further ensure that our results are not due to the endogenous nature of social connections, we exploit a subsample of firm-years in which executive turnovers are likely to cause exogenous changes to social connections. Prior literature usually considers executives’ sudden deaths and retirements as exogenous changes to the management team and the firm (Duchin andSosyura 2013). Therefore, we collect executive death data from BoardEx, ExecuComp, and Capital IQ to identify executive deaths. Following Custodio andMetzger (2014), we consider an executive turnover as retirement if the incumbent executive departs the company at age 65 or older, and identify such retirement cases. Finally, we identify turnovers where executives are likely to leave firms because of better job opportunities, by requiring that the gap between their two jobs be less than one year and that the compensation for the new job be higher than for the old one. In these cases, the executive turnovers are more likely to be exogenous to the change in social connections, which helps us better identify the effects of social connections.",NaN
kerr2020334,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
koh20185725,TRUE,‘State-level’ adoption of Inevitable Disclosure Doctrine in U.S.A. (IDD),The staggered U.S. state courts’ verdict on the IDD helps to reveal the relationship between CEO confidence and R&D disclosure by attenuating inter-firm competition,Legal change,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,FALSE,Regression,DiD,FALSE,FALSE,FALSE,NaN,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NaN,"IDD by a state implies that the trade secrets of the ﬁrms residing in that state become better protected as employees of the ﬁrm face limitations in working for competitors. IDD passage exogenously decreases a source of information leakage to corporate competitors, providing identiﬁcation in testing the diﬀerential response of conﬁdent and cautious CEO ﬁrms.","We expect IDD to aﬀect conﬁdent CEOs diﬀerently from cautious CEOs. Managers concerned about rival discovery (conﬁdent CEOs) are now likely to have fewer incentives to hide their R&D (i.e., being an unreported R&D ﬁrm) because the IDD provides another layer of protection from rivals. By contrast, cautious CEOs presumably center less attention on rival discovery and instead focus on market perceptions of their project success. Consequently, we expect that after IDD adoption by a state court, conﬁdent CEOs in that state will have even fewer incentives to hide their R&D (i.e., being an unreported R&D ﬁrm) while the eﬀects of IDD on cautious CEOs are likely to be muted."
kriauciunas2006659,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
krishnan20194522,TRUE,1992 and 1998 Higher Education Amendments (HEA),"1998 HEA alters the cost of discharging student debt through bankruptcy — which increases the cost of entrepreneurship, that is, new venture failure —, while it is unlikely to aﬀect ﬁnancing availability to start a venture. Hence, the authors can assess the causal relationship linking student debt with propensity to create a new venture.  1992 HEA affects the volume of student loans thought the federal government. Students who spend more time in college during the post-1992 HEA regime will have more student loans. Hence, they will have lower likelihood to start a new venture.",Legal change,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,FALSE,Regression,DiD; IV,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"The idea is that, for the group of individuals who are already enrolled in college, the regulatory change is clearly exogenous, in the sense that it does not drive their choice to enter college. This evidence provides support for a causal interpretation for the relation between entrepreneurship and student debt and is consistent with the cost of business failure argument, given that nondischargeability through bankruptcy increases the cost to a borrower if their venture fails.","This evidence [created by 1998 HEA] provides support for a causal interpretation for the relation between entrepreneurship and student debt and is consistent with the cost of business failure argument, given that nondischargeability through bankruptcy increases the cost to a borrower if their venture fails.  To address endogeneity concerns, we utilize the Higher Education Amendments (HEA) of 1998, which eﬀectively rendered student loans completely nondischargeable. We ﬁnd that students that were already in four-year college at the time of this regulation and had signiﬁcant student debt were less likely to start a ﬁrm. This test considers only individuals who were enrolled prior to the year of regulation (i.e., prior to 1998) in a four-year college. The idea is that, for the group of individuals who are already enrolled in college, the regulatory change is clearly exogenous, in the sense that it does not drive their choice to enter college.   To provide additional evidence for causality, we utilize the exogenous increase in the ease of borrowing of subsidized federal Staﬀord loans and the introduction of non-subsidized federal Staﬀord loans in the United States through the Higher Education Amendments (HEA) of 1992. For the sample of college degree holders that were enrolled in four-year college prior to the regulation, the cohort that spends the most amount of time in the new regulatory regime (i.e., those individuals graduating college in 1995) borrow the most in student loans, and are the least likely to start ﬁrms compared to prior cohorts. Given that the HEA was not designed with entrepreneurship in mind, it is unlikely that this regulation aﬀected entrepreneurship through other channels, particularly for individuals who were already in college prior to this law being passed. Thus, this empirical evidence provides additional evidence for a causal relation between student debt and entrepreneurship. We also conduct our endogeneity correction analysis in an instrumental variable framework, and ﬁnd that the negative relation between entrepreneurship and student debt is robust.",NaN
li20111119,TRUE,9/11,"9/11 is a “reorienting disruptive change” that alters international business logics, particularly, the economic and finial returns of international diversification.",Terrorist attack,Theory testing,TRUE,FALSE,FALSE,FALSE,FALSE,Regression,CAR,NaN,NaN,NaN,NaN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NaN,NaN,"Shocking events such as the September 11, 2001 terrorist attacks, the outbreak of Severe Acute Respiratory Syndrome—commonly referred to as SARS—or the war in Iraq can be labeled as reorientations, because these events did not merely speed up an existing process but disturbed the fundamental order of the GBE, requiring MNCs to adjust their business strategies, structures, and controls to a new environment. These ‘reorienting’ disruptive changes tend to occur independently of the existing GBE but have massive effects on it, thus we describe them here as exogenous shocks."
li20194011,TRUE,Reductions in import tariﬀs initiated by U.S. authorities.,Reduction in import tariffs helps to clarify the causal relation between market competition and crash risk by lowering trading barriers.,Legal change,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,TRUE,Regression,DiD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NaN,"Import tariﬀs are an important fraction of trade costs (Anderson and van Wincoop 2004) and the reduction of import tariﬀ lowers trade barriers and intensiﬁes foreign competition (Tybout 2003). Most of the recent tariﬀ changes occurred under the auspices of international institutions such as the General Agreement on Tariﬀ and Trade (GATT) and more recently the World Trade Organization (WTO). We can reasonably argue that the rules of these international institutions are uncorrelated with domestic ﬁrms’ stock crash risk and thus justify the exclusion condition.  Following Fresard (2010) and Valta (2012), we deﬁne a negative shock to import tariﬀs in year t to be one if the tariﬀ reduction is more than three times of the median reduction in the same industry over the entire sample period. Furthermore, to ensure that the tariﬀ reduction events are non-transitory, we exclude the events followed by large tariﬀ increases within the next two years (Fresard 2010). We also exclude the events with the ex ante tariﬀ rates smaller than 1% because import restrictions with such low tariﬀ rates are likely minimal.11 Based on the above criteria, 57 tariﬀ reductions are classiﬁed as exogenous shocks during 1990–2005.",NaN
li2020271,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
li2022,TRUE,Terminal High Altitude Aread Defense (THAAD) dispute between China and South Korea,THAAD increases the regulatory burden for the MNEs in the host country.,"International, diplomatic dispute",Theory testing,TRUE,FALSE,TRUE,FALSE,FALSE,Regression,Conditional Logit,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
lu20224645,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
mahmood20171082,TRUE,Global Financial Crisis (2008),"Global Financial Crisis increases exogenously environmental turbulence for Taiwanese firms, and, in turn, it helps to appreciate the contingent role of equity tie centralization.",Recession,Theory testing,TRUE,FALSE,TRUE,TRUE,FALSE,Regression,DiD,NaN,NaN,NaN,NaN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Other export-oriented sectors in Taiwan, including metals and chemicals, were also negatively affected by the 2008 financial crisis (see Figure 1). Because the crisis was unexpected and driven by economic forces largely beyond the control of Taiwanese business groups, it acts as an exogenous shock that helps identify the contingent role of equity tie centralization in turbulent environments.","To test these theoretical arguments empirically, we rely on a dataset of affiliated firms in Taiwanese business groups from 2003 to 2013. Our data covers the economy-wide shock in 2008 that made the business environment in Taiwan highly turbulent. Since this shock was exogenous to the firms in Taiwan, we use it as a natural experiment and evaluate how the effect of the shock varies between affiliates that were part of industries that were affected by the turbulence (the treatment firms) and those that were not affected by the turbulence (the control firms). By analyzing how the effect of equity tie centralization varies before and after the shock between these two sets of firms, we are able to identify an important contingency in the centralization-affiliate performance relationship."
mcsweeney2009933,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
micelotta20171885,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
natarajan20191070,TRUE,Indian Government’s demonetization measure.,"The decision to withdraw almost 85% of bank notes in circulation (all 500-rupee and 1,000-rupee bills, the most common units of circulating currency) increased bank headquarters’ control over ATM deployment, which resulted in tighter monitoring of middle managers’ allocation decisions.",Legal change,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,FALSE,FALSE,Regression,DiD,TRUE,NaN,NaN,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"On the 8th of November 2016, the Government of India withdrew almost 85% of bank notes in circulation (all 500-rupee and 1,000-rupee bills, the most common units of circulating currency) and replaced them with new currency. The announcement occurred via a televised address at 8:00 p.m. by Prime Minister Narendra Modi, with the notes ceasing to be legal tender 4 hr later, at midnight. The goal was to inhibit corruption because bribes were commonly made in these bills and then kept out of the formal financial system. The demonetization was completely unexpected and therefore serves as an exogenous shock.","Due to the demonetization, banks needed to recalibrate all their ATMs to use the new currency. As the following quote illustrates, the challenge was particularly strong for the off-site ATMs that are central to our analysis. According to a senior State Bank of India official, “We could maintain cash flow for on-site ATMs and replenish on regular intervals but for the off-site ATMs it was a difficult proposition.”7 Thus, bank headquarters needed to pay greater attention to activities involving offsite ATMs."," The shock created a particularly unfavorable environment for managers to increase ATM allocation during the adaptation period. After the shock, banks increased their central control over ATM deployment, as they dealt with the operational challenges related to recalibrating ATMs for the new currency after the shock. If our logic concerning the combination of uncertainty and monitoring holds, we should expect favorable conditions for allocation to become less favorable for some adjustment period after the shock."
qian20192271,TRUE,Brokerage house mergers and closures in the United States,"The closure or merger regarding a brokerage house reduces financial analyst coverage for some firms only, which allow the authors to assess the causal relationship between the (change in the) extent of analyst coverage and corporate social responsibility.",Analyst coverage change,Theory testing & empirical / attenuating endogeneity concerns,TRUE,TRUE,TRUE,TRUE,FALSE,Regression,DiD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Following recent studies (e.g., Chen, Harford, & Lin, 2015; He & Tian, 2013), we use a natural experiment based on brokerage house mergers and closures between 2001 and 2011 to test our predictions. Such events often lead to a drop in analyst coverage and are considered as exogenous shocks to deal with the endogeneity issues suffered by prior studies that examine the effect of analysts coverage directly.",NaN,NaN
ramírez20181496,TRUE,Price variation in the global copper industry,"Copper mines’ size is homogeneous. Hence, price fluctuations in the global copper industry are exogenous variations for individual mines and can reveal value distribution within organizations.",Price variation,Theory testing & empirical / attenuating endogeneity concerns,TRUE,TRUE,TRUE,FALSE,TRUE,Regression,OLS,FALSE,FALSE,TRUE,NaN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Our setting is the mining industry. We have very detailed information about the performance and characteristics of the largest copper mines in the world, which are located in different countries and have different ownership structures. The mining industry provides a good setting in which to study how value is distributed between employees and employers for various reasons. First, copper mines sell a commodity, and no mine accounts for a large share of the total quantity sold in the market; thus, prices are exogenously determined. Unlike other industries in which different buyers can negotiate distinct prices for the same product from the same supplier (Grennan, 2014), price exogeneity allows us to isolate the effects of negotiations between firms and consumers in determining the value appropriated by employees when there is a change in the financial prospects of the firm. Second, our dataset includes a period in which a large exogenous shock to copper prices is observed, providing a good opportunity to explore variation over time in our variables of interest. Third, because copper mines are located in a large number of countries and have different ownership structures, we can have a clean measure of the effects of regulatory and institutional variables on the amount of value appropriated by employees.",NaN,NaN
reikard20051476,FALSE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
seebeck2021,TRUE,Brexit Referendum,"The outcome of Brexit Referendum increases the amount of risk environment for all UK-based companies, which attenuates reverse causality concerns regarding board gender diversity on corporate and risk disclosure.",Political referendum,Theory testing,TRUE,TRUE,TRUE,FALSE,FALSE,Regression,NaN,TRUE,NaN,NaN,NaN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NaN,FALSE,FALSE,FALSE,NaN,"Prior studies dealing with the association between board gender diversity and corporate risk disclosure are subject to severe concerns about omitted variables, as in general not all firms face similar risk disclosure needs. We address this shortcoming by exploiting Brexit as an exogenous shock on firms’ risk environment, where all sample firms are confronted with similar tremendous risks. Thus, our study design is less likely to face the risk of omitted variables, allowing us to provide more reliable evidence of an association between board gender diversity and corporate risk disclosure",NaN
tan20141574,TRUE,Adoption of a new staffing system in a restaurant chain.,"The staggered adoption of a new computer-based scheduling system prescribes different staffing levels from those that managers might suggest because it uses more historical sales data than a manager can handle. Hence, authors can make cross-restaurant comparisons involving similar servers experiencing different workload levels.",Legal change,Empirical / attenuating endogeneity concerns,FALSE,TRUE,TRUE,TRUE,FALSE,Regression,IV,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Admittedly, both managers and servers in that particular restaurant may have anticipated the implementation of the new software. They may also have had different emotional responses to a computerized scheduling system. For both of these reasons, they might have readjusted their productivity, which could invalidate using the software implementation as an instrument. To address this potential issue, following Bloom and Van Reenen (2007) and Siebert and Zubanov (2010), we supplement our analysis using another type of instrumental variable, the lagged values of the endogenous independent variables. To operationalize these lagged variables, we ﬁrst compute the hourly workload during the same hour as check i takes place.  The management chose this particular restaurant as a pilot project before subsequently implementing the software chain wide. The sales performance of this restaurant is similar to the other four restaurants in that they all show stable sales, thus reducing theconcern of selection bias. Using historical sales data, the new software forecasts the need for servers. It is reasonable to assume that the system will prescribe different staffing levels from those that managers might suggest because it uses more historical sales data than a manager  can  handle.  In  other  words,  the  system should  have  affected  staffing  levels  after  its  implementation. We further control for demand and store fixed effects.","The adoption of the new staffing system should reflect the impact of staffing levels on workload, satisfying the relevance condition. In addition, we would expect the implementation of the software to affect sales and meal duration only through staffing level because the system simply provides a user-friendly interface to schedule servers, perhaps with a different forecast of demand. Diners do not observe the implementation of  this  labor  scheduling  system.  For  these  reasons, the implementation of the system should satisfy the exclusion restriction condition.",NaN
